"","donor","cell_type1","total_features","cell_type","species","dataset","species_donor"
"mouse2_lib2.final_cell_0345",2,"delta",776,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0346",2,"delta",825,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0347",2,"delta",792,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0348",2,"quiescent_stellate",758,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0349",2,"endothelial",823,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0001",2,"beta",4552,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0002",2,"beta",3511,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0003",2,"beta",3837,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0004",2,"beta",3378,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0005",2,"beta",3603,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0006",2,"beta",2981,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0007",2,"beta",2818,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0008",2,"beta",3218,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0009",2,"beta",3177,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0010",2,"beta",3057,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0011",2,"beta",3298,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0012",2,"beta",2951,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0013",2,"delta",3056,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0014",2,"delta",2680,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0015",2,"beta",2963,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0016",2,"activated_stellate",3530,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0017",2,"beta",3038,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0018",2,"beta",2830,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0019",2,"beta",2623,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0020",2,"alpha",2306,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0021",2,"alpha",2283,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0022",2,"beta",2926,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0023",2,"beta",2698,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0024",2,"beta",2928,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0025",2,"beta",2915,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0026",2,"alpha",2455,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0027",2,"beta",2554,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0028",2,"beta",3024,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0029",2,"beta",3183,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0030",2,"alpha",2435,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0031",2,"beta",3069,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0032",2,"beta",3596,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0033",2,"delta",2258,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0034",2,"schwann",3290,"schwann","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0035",2,"beta",2915,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0036",2,"beta",2848,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0037",2,"beta",2530,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0038",2,"beta",2636,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0039",2,"gamma",2452,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0040",2,"beta",2480,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0041",2,"delta",2675,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0042",2,"beta",2345,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0043",2,"beta",2648,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0044",2,"beta",2905,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0045",2,"beta",1481,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0046",2,"beta",2594,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0047",2,"beta",2565,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0048",2,"delta",2447,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0049",2,"beta",2748,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0050",2,"alpha",1996,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0051",2,"beta",1870,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0052",2,"beta",2120,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0053",2,"beta",2998,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0054",2,"beta",2311,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0055",2,"beta",2088,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0056",2,"beta",2509,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0057",2,"beta",1853,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0058",2,"beta",2539,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0059",2,"beta",2241,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0060",2,"beta",3006,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0061",2,"ductal",2690,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0062",2,"beta",2450,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0063",2,"alpha",1953,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0064",2,"alpha",1955,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0065",2,"schwann",3054,"schwann","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0066",2,"alpha",1948,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0067",2,"beta",2329,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0068",2,"beta",2433,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0069",2,"ductal",2514,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0070",2,"alpha",2191,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0071",2,"beta",2361,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0072",2,"delta",2234,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0073",2,"alpha",2052,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0074",2,"delta",2251,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0075",2,"delta",2559,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0076",2,"alpha",2472,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0077",2,"beta",2295,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0078",2,"alpha",2204,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0079",2,"beta",2683,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0080",2,"beta",2113,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0081",2,"delta",1606,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0082",2,"alpha",2149,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0083",2,"beta",2675,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0084",2,"beta",2596,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0085",2,"beta",2327,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0086",2,"alpha",1934,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0087",2,"alpha",1872,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0088",2,"beta",2473,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0089",2,"beta",2435,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0090",2,"beta",2244,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0091",2,"alpha",1714,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0092",2,"beta",2573,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0093",2,"alpha",1550,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0094",2,"alpha",2085,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0095",2,"alpha",2034,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0096",2,"beta",1891,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0097",2,"delta",2678,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0098",2,"beta",2206,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0099",2,"beta",2113,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0100",2,"alpha",1988,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0101",2,"beta",2143,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0102",2,"beta",2299,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0103",2,"beta",2364,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0104",2,"beta",1416,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0105",2,"delta",2438,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0106",2,"alpha",1713,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0107",2,"beta",2390,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0108",2,"alpha",2364,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0109",2,"alpha",2003,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0110",2,"beta",2270,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0111",2,"beta",2652,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0112",2,"alpha",1797,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0113",2,"beta",2235,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0114",2,"beta",2004,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0115",2,"alpha",1683,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0116",2,"delta",2281,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0117",2,"beta",2307,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0118",2,"alpha",1487,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0119",2,"beta",1668,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0120",2,"beta",2451,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0121",2,"beta",2483,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0122",2,"beta",2115,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0123",2,"beta",2539,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0124",2,"beta",2680,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0125",2,"delta",2006,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0126",2,"delta",2650,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0127",2,"beta",1599,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0128",2,"beta",2400,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0129",2,"beta",2334,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0130",2,"alpha",1631,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0131",2,"ductal",2382,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0132",2,"beta",1659,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0133",2,"beta",2402,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0134",2,"beta",1599,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0135",2,"beta",2509,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0136",2,"beta",2547,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0137",2,"beta",2317,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0138",2,"beta",2191,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0139",2,"beta",2219,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0140",2,"delta",2048,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0141",2,"beta",1975,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0142",2,"alpha",1824,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0143",2,"beta",2333,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0144",2,"delta",2034,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0145",2,"alpha",1778,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0146",2,"B_cell",1861,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0147",2,"beta",2240,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0148",2,"alpha",1457,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0149",2,"delta",1370,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0150",2,"beta",2307,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0151",2,"alpha",1875,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0152",2,"delta",1780,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0153",2,"alpha",1534,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0154",2,"beta",1939,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0155",2,"alpha",1557,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0156",2,"beta",2179,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0157",2,"alpha",2019,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0158",2,"alpha",984,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0159",2,"beta",1952,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0160",2,"alpha",2129,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0161",2,"beta",1299,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0162",2,"beta",2131,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0163",2,"alpha",1677,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0164",2,"beta",1818,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0165",2,"macrophage",1629,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0166",2,"beta",2014,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0167",2,"beta",1392,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0168",2,"alpha",1875,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0169",2,"beta",1942,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0170",2,"beta",1893,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0171",2,"ductal",2290,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0172",2,"gamma",2112,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0173",2,"beta",2285,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0174",2,"alpha",1204,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0175",2,"beta",2122,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0176",2,"beta",2497,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0177",2,"beta",1714,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0178",2,"delta",1953,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0179",2,"beta",2160,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0180",2,"gamma",1917,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0181",2,"endothelial",1991,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0182",2,"alpha",1828,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0183",2,"alpha",967,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0184",2,"alpha",1216,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0185",2,"alpha",1911,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0186",2,"beta",1940,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0187",2,"beta",1851,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0188",2,"alpha",1219,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0189",2,"beta",895,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0190",2,"beta",1281,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0191",2,"beta",1880,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0192",2,"endothelial",2383,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0193",2,"alpha",1671,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0194",2,"gamma",1718,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0195",2,"beta",884,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0196",2,"beta",1343,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0197",2,"alpha",1598,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0198",2,"delta",2107,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0199",2,"ductal",2349,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0200",2,"beta",1045,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0201",2,"beta",1414,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0202",2,"beta",1843,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0203",2,"alpha",1268,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0204",2,"ductal",2208,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0205",2,"alpha",1175,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0206",2,"endothelial",1591,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0207",2,"alpha",1529,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0208",2,"beta",748,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0209",2,"alpha",1406,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0210",2,"alpha",1567,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0211",2,"activated_stellate",777,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0212",2,"delta",2077,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0213",2,"delta",1842,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0214",2,"ductal",1885,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0215",2,"beta",1253,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0216",2,"beta",1238,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0217",2,"beta",1347,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0218",2,"alpha",1516,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0219",2,"beta",1770,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0220",2,"gamma",1148,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0221",2,"beta",778,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0222",2,"beta",1188,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0223",2,"beta",1355,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0224",2,"endothelial",1751,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0225",2,"ductal",2043,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0226",2,"beta",1131,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0227",2,"alpha",1015,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0228",2,"endothelial",1315,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0229",2,"beta",1281,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0230",2,"beta",1415,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0231",2,"beta",1394,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0232",2,"macrophage",1614,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0233",2,"macrophage",1470,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0234",2,"beta",1092,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0235",2,"beta",1564,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0236",2,"alpha",808,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0237",2,"quiescent_stellate",1534,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0238",2,"alpha",1310,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0239",2,"beta",1564,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0240",2,"endothelial",1382,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0241",2,"alpha",918,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0242",2,"endothelial",1967,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0243",2,"beta",1364,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0244",2,"beta",1597,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0245",2,"beta",1440,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0246",2,"beta",799,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0247",2,"beta",1022,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0248",2,"beta",1291,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0249",2,"alpha",1517,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0250",2,"alpha",743,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0251",2,"endothelial",1377,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0252",2,"beta",1083,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0253",2,"endothelial",1930,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0254",2,"beta",1061,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0255",2,"delta",1195,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0256",2,"beta",1483,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0257",2,"beta",1181,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0258",2,"beta",1615,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0259",2,"endothelial",1669,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0260",2,"beta",1142,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0261",2,"beta",1428,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0262",2,"endothelial",1756,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0263",2,"beta",1096,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0264",2,"endothelial",1771,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0265",2,"beta",1497,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0266",2,"beta",1238,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0267",2,"beta",821,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0268",2,"beta",1340,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0269",2,"gamma",1046,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0270",2,"beta",766,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0271",2,"beta",1215,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0272",2,"alpha",1275,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0273",2,"ductal",1536,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0274",2,"activated_stellate",1250,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0275",2,"beta",1182,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0276",2,"beta",1495,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0277",2,"delta",1056,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0278",2,"delta",760,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0279",2,"alpha",1226,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0280",2,"beta",893,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0281",2,"delta",1159,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0282",2,"beta",1077,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0283",2,"alpha",1096,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0284",2,"endothelial",1709,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0285",2,"beta",1541,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0286",2,"beta",1067,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0287",2,"beta",1246,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0288",2,"beta",1255,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0289",2,"endothelial",1273,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0290",2,"alpha",1219,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0291",2,"beta",934,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0292",2,"endothelial",1088,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0293",2,"alpha",1030,"alpha","mouse","inDrop","mouse2"
